id,企業名,ステータス,最終更新
245be92c-d552-400b-b916-f5bdb588a0cf,株式会社ビジネスブレイン太田昭和,架電済,2026-09-10T06:44:31.513+00:00
27091fbe-8d04-45a9-9d43-3b330d1c52dd,キリンビジネスシステム株式会社,架電済,2026-09-10T06:44:31.517+00:00
2784759c-5f81-46b3-8bc7-30f51a5034d5,株式会社NTTデータMHIシステムズ,架電済,2026-09-10T06:44:31.519+00:00
28c259df-84f1-4152-8517-e3fc36b6539f,株式会社キング観光,架電済,2026-09-10T06:44:31.522+00:00
2ac9a255-b4d2-4e8d-b5fa-1e5ce75899b1,トナン輸送株式会社,架電済,2026-09-10T06:44:31.517+00:00
2ae7c78f-654b-4bd1-8295-d688db9c5287,日本電気硝子株式会社,架電済,2026-09-10T06:44:31.522+00:00
2aeebeea-f24d-4d1c-9743-4ebab0ed75ba,株式会社ソリトンシステムズ,架電済,2026-09-10T06:44:31.516+00:00
2b214c1a-5406-471b-8a7d-53c599715993,株式会社岡田商運,架電済,2026-09-10T06:44:31.519+00:00
2b2c7f0a-5e68-4cb9-a10a-fae8a070c1e1,ホッカンホールディングス株式会社,架電済,2026-09-10T06:44:31.521+00:00
2bb13e74-5a36-4e99-b244-5f2cc8ce3799,株式会社ワールドカップ,架電済,2026-09-10T06:44:31.516+00:00
2bf1f57b-ed75-4c9e-abc6-1c5fdaa66925,堀川産業株式会社,架電済,2026-09-10T06:44:31.516+00:00
2d02b0f3-d542-4aaf-9b0f-639372e11bc2,西日本建設業保証株式会社,架電済,2026-09-10T06:44:31.515+00:00
2d1bc285-8a1c-4e24-9625-0d7f306b111d,大同メタル工業株式会社,架電済,2026-09-10T06:44:31.522+00:00
2d5c5d4b-31a4-4f9e-87b1-c867b59a2dfd,THK株式会社,架電済,2026-09-10T06:44:31.514+00:00
2d927dd1-2ff3-483f-a34f-fb0e5ba9382a,株式会社シティコミュニケーションズ,架電済,2026-09-10T06:44:31.521+00:00
2dd1e56c-2e13-4641-9ac5-3ee923988214,エムケイ観光バス株式会社,架電済,2026-09-10T06:44:31.514+00:00
2dd2197a-e8e5-4b25-9db0-a4db59fc932b,株式会社大阪チタニウムテクノロジーズ,架電済,2026-09-10T06:44:31.512+00:00
2ed0dc0f-416b-40fa-ac12-92c6910d4873,アンリツ株式会社,架電済,2026-09-10T06:44:31.516+00:00
2ef104e3-c712-4b9c-9365-4b3d2110ee47,リケンテクノス株式会社,架電済,2026-09-10T06:44:31.516+00:00
2f87ef92-5319-48c0-a7bb-9972ebf1a3d1,株式会社システムリサーチ,架電済,2026-09-10T06:44:31.521+00:00
3162b9e3-84eb-43f6-8f3a-136138132e93,NHKテクノロジーズ株式会社,架電済,2026-09-10T06:44:31.516+00:00
329debab-552a-4f57-8cd9-664c30ea9999,株式会社エムオーテックス,架電済,2026-09-10T06:44:31.511+00:00
32d5f27b-2ca7-453a-bd09-9a7d387d77d6,株式会社ABC,架電済,2026-09-10T06:44:31.516+00:00
360664a1-381f-429a-adef-c786ad79c577,株式会社東海レジャー,架電済,2026-09-10T06:44:31.521+00:00
362ee3f9-46a2-4e48-b2fb-524925fcb12f,Cominka,架電済,2026-09-10T06:44:31.518+00:00
366a8aa1-6098-4435-a746-e27291c51ade,株式会社ほくうん,架電済,2026-09-10T06:44:31.516+00:00
377d5273-67ce-4610-a09d-7a6e6a59e050,株式会社エフピコ,架電済,2026-09-10T06:44:31.517+00:00
378621c8-3a95-4b28-b48f-799091fdb327,株式会社中四国丸和ロジスティクス,架電済,2026-09-10T06:44:31.521+00:00
3832945b-de61-4795-a1ad-312649ccb045,バリュエンスジャパン株式会社,架電済,2026-09-10T06:44:31.521+00:00
387bfc79-61c8-4de5-94fb-0bac47170442,株式会社ゲオホールディングス（セカンドストリート）,架電済,2026-09-10T06:44:31.517+00:00
38b9c915-949e-4a7e-ac76-fd6689c42147,尾張陸運株式会社,架電済,2026-09-10T06:44:31.521+00:00
39911b11-cfd6-4994-b29a-7297f1235f4b,ピーアークホールディングス株式会社,架電済,2026-09-10T06:44:31.516+00:00
3aad6400-0a8b-416a-9b45-b71d710003ca,国際ロジテック株式会社,架電済,2026-09-10T06:44:31.517+00:00
3b116beb-07c1-4ba2-8ee1-a2fc3763751c,CTCシステムマネジメント株式会社,架電済,2026-09-10T06:44:31.52+00:00
3b24110c-82b6-4c34-8484-0dc58128ee69,ダイセーロジスティクス株式会社,架電済,2026-09-10T06:44:31.51+00:00
3bae97a0-7ac9-41f2-91e3-2b93e6e61700,株式会社丸野,架電済,2026-09-10T06:44:31.512+00:00
3bccbf4d-261b-44d3-b757-38c7d753dc64,サービス＆セキュリティ株式会社,架電済,2026-09-10T06:44:31.521+00:00
3c190262-3ddd-41e5-b011-bdfada86e457,株式会社日阪製作所,架電済,2026-09-10T06:44:31.517+00:00
3ccb2741-56aa-4c38-bdd9-c45ffd9b2aea,日産愛知販売株式会社,架電済,2026-09-10T06:44:31.51+00:00
3e7585d2-6ef9-44cb-b1ee-25627b8ea71a,株式会社アビバホールディングス,架電済,2026-09-10T06:44:31.522+00:00
3fa9c0ab-c15c-4b91-b4f5-d650c68fdccc,株式会社コムチュア,架電済,2026-09-10T06:44:31.52+00:00
412d5939-b25f-4bad-a4aa-aa45adae5a93,株式会社フジクラ,架電済,2026-09-10T06:44:31.512+00:00
42d8c79d-7ea3-49b1-8760-82aaaa100b9f,フェスタリアホールディングス株式会社,架電済,2026-09-10T06:44:31.518+00:00
42d9a737-f102-44af-bcd0-0bf950904122,オカダアイヨン株式会社,架電済,2026-09-10T06:44:31.51+00:00
44264c16-a30d-4501-98dd-a5872d8e1ef8,株式会社千葉通商,架電済,2026-09-10T06:44:31.522+00:00
4504f897-d640-4cca-8da0-9b4fb7292b46,カヤバ株式会社,架電済,2026-09-10T06:44:31.517+00:00
458315d3-8478-422b-965d-12f23d568f46,テー・ピー・エスサービス株式会社,架電済,2026-09-10T06:44:31.516+00:00
46132f1d-230d-4c32-878b-9ceef0506e11,Bell tree株式会社,架電済,2026-09-10T06:44:31.515+00:00
46f9cfc0-1c15-43f9-975e-7a4020f4a80f,司企業株式会社,架電済,2026-09-10T06:44:31.518+00:00
4712e35b-76ca-4b6e-90be-1780fb8223db,菊池運輸株式会社,架電済,2026-09-10T06:44:31.516+00:00
478f9625-4970-4268-80c3-c1e0483b3447,株式会社日の丸リムジン,架電済,2026-09-10T06:44:31.517+00:00
486872b0-4e2d-4c75-8d2b-61d3a339cfac,株式会社ユー・エス・エス,架電済,2026-09-10T06:44:31.521+00:00
4882a47e-ab37-4f8f-b777-6c3c5492c3c6,共和観光株式会社,架電済,2026-09-10T06:44:31.515+00:00
489e5a89-c62b-4433-98bb-277350797361,サン・エム・システム株式会社,架電済,2026-09-10T06:44:31.511+00:00
48e547fa-fd40-41de-ad48-c2ce012d364e,出水運輸センター株式会社,架電済,2026-09-10T06:44:31.522+00:00
495bec06-fac7-47b8-9483-89e243972b25,NTTドコモビジネス株式会社,架電済,2026-09-10T06:44:31.522+00:00
49e89e29-1cce-451f-acb6-fcb574835c1b,株式会社ジーテクト,架電済,2026-09-10T06:44:31.514+00:00
4ac66757-ee57-4984-93fb-1a7bcadc46e9,株式会社フォーカスシステムズ,架電済,2026-09-10T06:44:31.52+00:00
4acc9fe9-c299-46bd-8bbc-598b7711442b,株式会社システムズ・デザイン,架電済,2026-09-10T06:44:31.516+00:00
4bdf4286-65c2-44c3-b7d3-bc625a33f3ad,株式会社ビーコム（SKIP）,架電済,2026-09-10T06:44:31.517+00:00
4c6b55c4-d9df-4037-b38f-bd79b226d02a,キチナングループ株式会社,架電済,2026-09-10T06:44:31.514+00:00
4c9bb0de-8d21-4979-9607-2825d8874339,ユニバーサルコンピューター株式会社,架電済,2026-09-10T06:44:31.512+00:00
4cd8041c-3531-4747-93c0-67815f9dbdf9,株式会社テイクアンドギヴ・ニーズ,架電済,2026-09-10T06:44:31.514+00:00
4d07adad-b5a5-4576-86b2-79ef827bb10e,株式会社クロスキャット,架電済,2026-09-10T06:44:31.513+00:00
4d208955-c212-4f56-ba0d-0f2143c595a8,パナソニック インフォメーションシステムズ株式会社,架電済,2026-09-10T06:44:31.522+00:00
4da41548-178b-4a40-9249-f2109f6609fc,株式会社プローバ,架電済,2026-09-10T06:44:31.513+00:00
4f2e521e-5f5e-4c1e-8020-2ecacea993e1,株式会社丸運,架電済,2026-09-10T06:44:31.52+00:00
4f399479-3a08-4e58-a278-a28131336ee5,アイテック阪急阪神株式会社,架電済,2026-09-10T06:44:31.512+00:00
5068b998-6358-4a02-9c49-1a1882ba5f24,祐徳自動車株式会社,架電済,2026-09-10T06:44:31.522+00:00
5093a9f5-9a5f-4707-9f49-5be4febc5fb2,株式会社東日本トランスポート,架電済,2026-09-10T06:44:31.514+00:00
5095b189-cac6-4543-8314-7a1e644a718c,荏原実業株式会社,架電済,2026-09-10T06:44:31.511+00:00
50bf3dbd-ec00-4f50-bde0-2a13eeabb1cf,株式会社東海バス,架電済,2026-09-10T06:44:31.518+00:00
50ca454c-df27-4aa9-94d8-f1cb87b97d2e,日本シイエムケイ株式会社,架電済,2026-09-10T06:44:31.514+00:00
5153c3c7-4eed-4f39-879c-39f03c61ce15,株式会社ヘリオス松山,架電済,2026-09-10T06:44:31.516+00:00
51569c4b-4570-47fb-a69d-e69d70e74be9,平和観光株式会社,架電済,2026-09-10T06:44:31.516+00:00
519fe8f1-c6c5-4bd2-9ba6-53fbd44e3d70,株式会社ユニバーサルエンターテインメント,架電済,2026-09-10T06:44:31.518+00:00
52c2fdeb-ac75-4b5b-bb3a-b832efd53974,株式会社日本空港ロジテム,架電済,2026-09-10T06:44:31.515+00:00
52cfd213-bdad-41e8-a92c-a0f2acfa909f,株式会社ミライル,架電済,2026-09-10T06:44:31.518+00:00
53ac6599-7fb3-4849-8cac-02c83d67749b,株式会社ハローズ,架電済,2026-09-10T06:44:31.516+00:00
54172dc2-7b67-469a-aecd-c663333ebcca,信和建設株式会社,架電済,2026-09-10T06:44:31.511+00:00
5488c677-6d4f-4661-b01e-86c1090da043,ブックオフグループホールディングス株式会社,架電済,2026-09-10T06:44:31.513+00:00
56419cb7-2f24-4e46-a25c-085c01027f39,空港協力事業株式会社,架電済,2026-09-10T06:44:31.521+00:00
56421c39-c98c-47ae-9b5a-5d0df4fccc33,株式会社NS丸和ロジスティクス,架電済,2026-09-10T06:44:31.516+00:00
5663c51b-cb1c-4a8b-8cff-1a7256a63303,滋賀近交運輸倉庫株式会社,架電済,2026-09-10T06:44:31.517+00:00
5682f70d-35f6-4469-a5ce-422d18c15d54,日本管財グループ,架電済,2026-09-10T06:44:31.513+00:00
56e74430-bda6-45e3-a0ca-e1b04366b027,ニチレキグループ株式会社,架電済,2026-09-10T06:44:31.516+00:00
56f886c1-fda1-453e-8ba3-c8504ca0a9bb,株式会社成城石井,架電済,2026-09-10T06:44:31.514+00:00
574322dc-d344-4d05-9027-ef7ec0e1a2bc,豊栄交通株式会社,架電済,2026-09-10T06:44:31.516+00:00
5768951e-9e30-42cb-bba6-b07e0106d590,アミューズグループ,架電済,2026-09-10T06:44:31.52+00:00
583de558-cb65-49e1-9935-d0b7d8d09c91,株式会社三永,架電済,2026-09-10T06:44:31.521+00:00
5863b0e7-cc35-4407-ac89-15646ed90bd9,SCSKサービスウェア株式会社,架電済,2026-09-10T06:44:31.52+00:00
5a16fefb-0678-4dba-abe3-b17328a84b92,ケンコーマヨネーズ株式会社,架電済,2026-09-10T06:44:31.517+00:00
5a72da04-99d8-4a0a-8bd7-5bef35c10f8d,株式会社日硝ハイウエー,架電済,2026-09-10T06:44:31.522+00:00
5aebba46-3adf-4e6a-bcce-2a4d6bd1e882,日本フレートライナー株式会社,架電済,2026-09-10T06:44:31.514+00:00
5b14f88c-8900-4dd9-9d87-77627d058676,ジャパンエレベーターサービスホールディングス株式会社,架電済,2026-09-10T06:44:31.516+00:00
5bfa4e29-5080-42b1-bee7-f215090eed2e,株式会社コンピュータマインド,架電済,2026-09-10T06:44:31.512+00:00
5c047671-4e77-4a77-8cd9-5ffa0cc1e275,株式会社慶尚,架電済,2026-09-10T06:44:31.517+00:00
5c2369ab-2da1-4e1b-ace0-29c0bf1caa8d,山洋電気株式会社,架電済,2026-09-10T06:44:31.518+00:00
5dc60751-4009-4ad7-888a-7dacc7de6fe9,株式会社アイ・エス・ビー,架電済,2026-09-10T06:44:31.516+00:00
5e1197a6-9ec0-4e30-a494-cf4aa1bbc2ad,株式会社システムエグゼ,架電済,2026-09-10T06:44:31.52+00:00
5e5ca6c4-a1fd-4e45-aedb-73641590e38d,株式会社ユーコー,架電済,2026-09-10T06:44:31.52+00:00
5f18e874-ec55-4718-9501-0889a7192ba9,株式会社富士メガネ,架電済,2026-09-10T06:44:31.51+00:00
5fec7bec-3d94-49ad-8d2f-96965c52671f,フィード・ワン株式会社,架電済,2026-09-10T06:44:31.516+00:00
602c8755-3670-4ad3-a007-a592436aedb2,日本SE株式会社,架電済,2026-09-10T06:44:31.516+00:00
612856d7-43df-4f5d-9b33-71e45d4acbd9,株式会社アルゴグラフィックス,架電済,2026-09-10T06:44:31.518+00:00
619078f7-786b-46a8-af7b-3a22059258e1,株式会社ベルシステム２４,架電済,2026-09-10T06:44:31.517+00:00
61b9d6ca-1c73-428b-9cf4-f350dd094e13,株式会社ワイドレジャー,架電済,2026-09-10T06:44:31.522+00:00
627c3062-7500-480f-9060-c968b026dc6a,テクバン株式会社,架電済,2026-09-10T06:44:31.521+00:00
6351b4bd-0312-4c97-a9f2-2ac3ccc3e10f,永大産業株式会社(関西),架電済,2026-09-10T06:44:31.521+00:00
63dc89cf-2748-4150-af45-396410cf5be8,コベルコソフトサービス株式会社,架電済,2026-09-10T06:44:31.511+00:00
63f3855a-04be-4b29-bbd9-323333da1ea7,株式会社ファンコミュニケーションズ,架電済,2026-09-10T06:44:31.51+00:00
64c1895d-bdd8-46a6-b181-25844585a83a,株式会社メッセ,架電済,2026-09-10T06:44:31.522+00:00
66b25f52-aa40-44c0-8bfa-905c37114154,三井ホームエンジニアリング株式会社,架電済,2026-09-10T06:44:31.514+00:00
67b084ea-f0ef-408b-a2eb-9381251b4df2,株式会社NTTデータ東北,架電済,2026-09-10T06:44:31.516+00:00
67b51074-7dec-46fb-8e78-869f5d5cbddd,株式会社NEXCOシステムソリューションズ,架電済,2026-09-10T06:44:31.512+00:00
68346fdf-3982-4272-b4e6-5bf4b3fd798f,富士紡ホールディングス株式会社,架電済,2026-09-10T06:44:31.52+00:00
68affb8b-fb8a-4f02-8e28-2a263e335d28,株式会社OCS,架電済,2026-09-10T06:44:31.521+00:00
68dd23f2-c3fd-44fc-8452-a0c5b9723cb7,株式会社中電シーティーアイ,架電済,2026-09-10T06:44:31.515+00:00
69621266-7f0c-4ea0-b966-b2e6317db996,日本カーバイド工業株式会社,架電済,2026-09-10T06:44:31.511+00:00
699b3d14-e869-4904-b276-d66d68297468,住友林業株式会社,架電済,2026-09-10T06:44:31.521+00:00
69aa9027-abbe-4aec-9ca1-53622893108b,株式会社真城ホールディングス,架電済,2026-09-10T06:44:31.516+00:00
69c2b246-959f-4925-b01f-0a2ae729e917,信越ポリマー株式会社,架電済,2026-09-10T06:44:31.513+00:00
6a505099-90da-42e7-862b-534f47f3b7c2,株式会社上組,架電済,2026-09-10T06:44:31.52+00:00
6b6b0bf1-6434-4979-9e6b-d3a2706e0fa9,菱洋ホールディングス株式会社,架電済,2026-09-10T06:44:31.52+00:00
6b966c5f-06a5-4f84-ac72-284d766b7dd5,リストインターナショナルリアルティ株式会社,架電済,2026-09-10T06:44:31.516+00:00
6bc038a8-9f73-4472-a40c-7109d4801755,株式会社マイスティア,架電済,2026-09-10T06:44:31.518+00:00
6cdf76ed-7e58-42a8-adc5-2585dad31fac,大石建設株式会社,架電済,2026-09-10T06:44:31.517+00:00
6cf53b93-ac36-46c0-9a91-b2aa2ebffee8,象印マホービン株式会社,架電済,2026-09-10T06:44:31.52+00:00
6dc104f8-713b-4453-b371-c50bbd36228e,株式会社ＮＴＴデータ・ウィズ,架電済,2026-09-10T06:44:31.514+00:00
6e60c7fc-135a-4d1b-9d11-853f24f87e01,株式会社アイネット,架電済,2026-09-10T06:44:31.511+00:00
6ed5e4ce-c064-4a5a-bc24-2e4e6c421f69,日拓グループ,架電済,2026-09-10T06:44:31.52+00:00
6f0664e6-6cf7-43fc-bea2-d11ac1133206,買取大吉（株式会社エンパワー）,架電済,2026-09-10T06:44:31.517+00:00
6f141570-c0c7-4997-8113-ee674025fb57,東京福祉バス株式会社,架電済,2026-09-10T06:44:31.516+00:00
6f1ab9e3-3405-424d-930e-b8f6121d09dc,SKY株式会社,架電済,2026-09-10T06:44:31.521+00:00
6f597d72-d28a-425d-89b0-3b0c07eb1746,谷川建設株式会社,架電済,2026-09-10T06:44:31.517+00:00
6f866445-efeb-492c-a41f-51d01e4483b2,株式会社B&Mテクノサービス,架電済,2026-09-10T06:44:31.512+00:00
706143cc-6b03-43bc-a866-17efb9cdd5fc,伊豆箱根交通株式会社,架電済,2026-09-10T06:44:31.519+00:00
7079c4e3-e08b-4bde-956c-e2a902817626,レイズネクスト株式会社,架電済,2026-09-10T06:44:31.52+00:00
719fe2aa-8fe3-4e38-b9b2-50f4929992fe,株式会社日本オカダエンタープライズ,架電済,2026-09-10T06:44:31.515+00:00
728646ef-a0bd-4c5f-8c12-6ea6732a7a6e,株式会社ジョイパック（ビックマーチ）,架電済,2026-09-10T06:44:31.516+00:00
7292ae4d-008c-43db-beb1-7a094a38e7c7,名古屋東部陸運株式会社,架電済,2026-09-10T06:44:31.513+00:00
72d7a9c5-3099-4ecf-b8ac-89c76de981f0,二葉運送株式会社,架電済,2026-09-10T06:44:31.517+00:00
72f439f8-cc0e-45d4-afbf-3b6dfe454a37,ユニアデックス株式会社,架電済,2026-09-10T06:44:31.522+00:00
734f3acc-572f-4f61-8912-743acd7f4749,日神機工株式会社,架電済,2026-09-10T06:44:31.514+00:00
73be055e-3c58-4bc6-99da-a1faf498e0f3,株式会社バンダイナムコアミューズメント,架電済,2026-09-10T06:44:31.51+00:00
75766fac-10b2-463d-912a-01bd77232d24,日本電子計算株式会社,架電済,2026-09-10T06:44:31.519+00:00
75d3d281-56f5-4c90-aadb-d04d52c21af8,株式会社ABI,架電済,2026-09-10T06:44:31.522+00:00
764dcd8e-b88d-42be-a53d-9c2fb99b3b1c,株式会社ベルク,架電済,2026-09-10T06:44:31.52+00:00
77734dda-46b3-4f25-a052-40d37e254657,新電元工業株式会社,架電済,2026-09-10T06:44:31.519+00:00
77c8f90b-44e4-4f84-9458-8057d6f00558,株式会社メガネのナガタ,架電済,2026-09-10T06:44:31.517+00:00
7863c168-6236-4ad2-83c7-d1483b7fbbf4,住友不動産販売株式会社,架電済,2026-09-10T06:44:31.513+00:00
787868a0-9e79-4a2a-ab03-a358267e090c,株式会社アイネス,架電済,2026-09-10T06:44:31.514+00:00
78ab14fc-7a88-4500-8a3b-0a7a878fa9bb,コタ株式会社,架電済,2026-09-10T06:44:31.516+00:00
78c52605-5cb1-4f76-9186-348d265c1492,株式会社第一運輸,架電済,2026-09-10T06:44:31.517+00:00
798d6759-f7ac-43fd-90af-5ffdf0950b1a,株式会社グリムス,架電済,2026-09-10T06:44:31.516+00:00
7a1e2b56-7700-48d2-b586-8c4ad911ae70,アサガミ株式会社,架電済,2026-09-10T06:44:31.511+00:00
7a74f7c5-3dfa-4ffe-bd34-afde9525ec58,株式会社三芳エキスプレス,架電済,2026-09-10T06:44:31.517+00:00
7aa12d0e-4249-402c-a50d-011a29b20f97,コムテック株式会社,架電済,2026-09-10T06:44:31.52+00:00
7c6f4114-f839-46d4-b578-111de7a20fe4,四国高速運輸株式会社,架電済,2026-09-10T06:44:31.512+00:00
7cb163b6-a306-44fb-b1c8-d909750b1af0,イノテック株式会社,架電済,2026-09-10T06:44:31.518+00:00
7cd4045a-bd01-4bc3-9f05-234ec2e61a07,株式会社平和,架電済,2026-09-10T06:44:31.522+00:00
7cdd3d22-e2aa-4b1c-adf2-c041780a8b2b,株式会社ツツミ,架電済,2026-09-10T06:44:31.522+00:00
7d5a20e5-9049-4fb4-a20f-724ffd26c831,株式会社フリースタイル,架電済,2026-09-10T06:44:31.519+00:00
7e5ef26e-6579-4402-848a-20d98244504d,株式会社第一実業,架電済,2026-09-10T06:44:31.517+00:00
